time_ms	kiln_C	control_ms
18787474	213.78	250
18793475	213.78	400
18798476	213.9731	400
18803477	213.9968	400
18808478	213.7768	400
18813479	214	400
18818480	213.9704	400
18823481	214	400
18828482	213.7801	400
18833483	214	400
18838484	214	400
18843485	214	400
18848489	214	400
18853490	214	400
18858491	214	400
18863492	214	400
18868493	214	400
18873494	214	400
18878495	214.2468	400
18883496	214.25	400
18888497	214.2496	400
18893498	214.25	400
18898499	214.25	400
18903500	213.5901	400
18908501	214.47	400
18913502	214.5	400
18918503	214.5	400
18923504	214.5	400
18928505	214.5	400
18933506	214.7204	400
18938507	214.7236	400
18943508	214.75	400
18948509	214.75	400
18953510	214.75	400
18958511	214.75	400
18963512	214.9704	400
18968513	215	400
18973514	215	400
18978515	215	400
18983516	215.0269	400
18988517	215.25	400
18993518	215.2532	400
18998519	215.25	400
19003520	215.5	400
19008521	215.2801	400
19013522	215.5	400
19018523	215.5264	400
19023524	215.7469	400
19028525	215.75	400
19033526	215.75	400
19038527	215.9964	400
19043528	215.9968	400
19048529	216	400
19053530	216.0268	400
19058531	216.25	400
19063532	216.25	400
19068533	216.4699	400
19073534	216.5	400
19078535	216.5	400
19083536	216.5004	400
19088537	216.7464	400
19093538	216.75	400
19098539	216.9699	400
19103540	217	400
19108541	217	400
19113542	216.5605	400
19118543	217.2235	400
19123544	217.25	400
19128545	217.4703	400
19133546	217.4968	400
19138547	217.5	400
19143548	217.5036	400
19148549	217.75	400
19153550	217.75	400
19158551	217.9967	400
19163552	218	400
19168553	218	400
19173554	218.25	400
19178555	218.2468	400
19183556	218.2761	400
19188557	218.5	400
19193558	218.5	400
19198559	218.53	400
19203560	218.75	400
19208561	218.7532	400
19213562	218.9968	400
19218563	219	400
19223564	219.2468	400
19228565	219.25	400
19233566	219.0301	400
19238567	219.4999	400
19243568	219.5	400
19248569	219.7464	400
19253570	219.75	400
19258571	219.75	400
19263572	219.9999	400
19268573	219.9736	400
19273574	220.2434	400
19278575	220.2235	400
19283576	220.2532	400
19288577	220.25	400
19293578	220.5	400
19298579	220.5	400
19303580	220.6971	400
19308581	220.75	400
19313582	220.9203	400
19318583	221	400
19323584	221	400
19328585	221.25	400
19333586	221.25	400
19338587	221.4999	400
19343588	221.5	400
19348592	221.5	400
19353593	221.75	400
19358594	221.75	400
19363595	222	400
19368596	222	400
19373597	222.2236	400
19378598	222.25	400
19383599	222.25	400
19388600	222.4709	400
19393601	222.4936	400
19398602	222.7496	400
19403603	222.7204	400
19408604	222.75	400
19413605	222.9703	400
19418606	223	400
19423607	223.0004	400
19428608	223.2499	400
19433609	223.25	400
19438610	223.5	400
19443611	223.5	400
19448612	223.7464	400
19453613	223.75	400
19458614	223.7796	400
19463615	224	400
19468616	224	400
19473617	224.2464	400
19478618	224.25	400
19483619	224.4732	400
19488620	224.5	400
19493621	224.5265	400
19498622	224.75	400
19503623	224.75	400
19508624	225	400
19513625	225	400
19518626	225.0301	400
19523627	225.25	400
19528628	225.1442	400
19533629	225.5	400
19538630	225.5	400
19543631	225.75	400
19548632	225.75	400
19553633	225.75	400
19558634	226	400
19563635	226	400
19568636	226.03	400
19573637	226.25	400
19578638	226.5	400
19583639	226.5	400
19588640	226.5	400
19593641	226.75	400
19598642	226.9699	400
19603643	226.7764	400
19608644	227	400
19613645	227	400
19618646	227.25	400
19623647	227.4732	400
19628648	227.4735	400
19633649	227.5264	400
19638650	227.5268	400
19643651	227.75	400
19648652	227.75	400
19653653	228	400
19658654	228	400
19663655	228.25	400
19668656	228.2501	400
19673657	228.0569	400
19678658	228.5	400
19683659	228.7205	400
19688660	228.75	400
19693661	228.75	400
19698662	229	400
19703663	229	400
19708664	229.2499	400
19713665	229.25	400
19718666	229.25	400
19723667	229.4968	400
19728668	229.5	400
19733669	229.5297	400
19738670	229.7468	400
19743671	229.75	400
19748672	229.9996	400
19753673	230	400
19758674	230.0297	400
19763675	230.25	400
19768676	230.25	400
19773677	230.4736	400
19778678	230.5	400
19783679	230.5032	400
19788680	230.75	400
19793681	230.97	400
19798682	231	400
19803683	231.0032	400
19808684	231	400
19813685	231.25	400
19818686	231.4731	400
19823687	231.5	400
19828688	231.5	400
19833689	231.7496	400
19838690	231.75	400
19843691	231.9996	400
19848695	232	400
19853696	232	400
19858697	232.25	400
19863698	232.25	400
19868699	232.25	400
19873700	232.2536	400
19878701	232.5	400
19883702	232.5	400
19888703	232.7499	400
19893704	232.75	400
19898705	232.9996	400
19903706	233	400
19908707	233	400
19913708	233.25	400
19918709	233.25	400
19923710	233.4735	400
19928711	233.5	400
19933712	233.5264	400
19938713	233.75	400
19943714	233.9964	400
19948715	234	400
19953716	234	400
19958717	234.2203	400
19963718	234.224	400
19968719	234.25	400
19973720	234.2769	400
19978721	234.5	400
19983722	234.5036	400
19988723	234.75	400
19993724	234.7796	400
19998725	234.9996	400
20003726	235	400
20008727	235.0264	400
20013728	235.25	400
20018729	235.25	400
20023730	235.5	400
20028731	235.5	400
20033732	235.7199	400
20038733	235.75	400
20043734	235.75	400
20048735	235.9736	400
20053736	236	400
20058737	236	400
20063738	236	400
20068739	236.2764	400
20073740	236.2504	400
20078741	236.4732	400
20083742	236.5	400
20088743	236.7496	400
20093744	236.75	400
20098745	236.9699	400
20103746	236.9999	400
20108747	236.78	400
20113748	237	400
20118749	237.25	400
20123750	237.25	400
20128751	237.2503	400
20133752	237.4704	400
20138753	237.7199	400
20143754	237.5264	400
20148755	237.75	400
20153756	237.9731	400
20158757	238	400
20163758	238	400
20168759	238.0296	400
20173760	238.25	400
20178761	238.25	400
20183762	238.4736	400
20188763	238.4736	400
20193764	238.5	400
20198765	238.5036	400
20203766	238.75	400
20208767	238.7504	400
20213768	239	400
20218769	239	400
20223770	239	400
20228771	239.25	400
20233772	239.25	400
20238773	239.4703	400
20243774	239.4736	400
20248775	239.5	400
20253776	239.7236	400
20258777	239.75	400
20263778	239.75	400
20268779	239.9731	400
20273780	240	400
20278781	240	400
20283782	240.2468	400
20288783	240.25	400
20293784	240.2531	400
20298785	240.4968	400
20303786	240.5	400
20308787	240.7499	400
20313788	240.7499	400
20318789	240.9699	400
20323790	240.7764	400
20328791	241	400
20333792	241	400
20338793	241.2496	400
20343794	241.25	400
20348798	241.25	400
20353799	241.5	400
20358800	241.5	400
20363801	241.5	400
20368802	241.7496	400
20373803	241.75	400
20378804	241.75	400
20383805	241.9735	400
20388806	241.7769	400
20393807	242	400
20398808	241.9999	400
20403809	242.2496	400
20408810	242.25	400
20413811	242.4699	400
20418812	242.28	400
20423813	242.5	400
20428814	242.75	400
20433815	242.75	400
20438816	242.75	400
20443817	242.78	400
20448818	243	400
20453819	243.0264	400
20458820	243.25	400
20463821	243.25	400
20468822	243.4699	400
20473823	243.5	400
20478824	243.5	400
20483825	243.5	400
20488826	243.75	400
20493827	243.75	400
20498828	243.75	400
20503829	243.9736	400
20508830	244	400
20513831	243.974	400
20518832	244.25	400
20523833	244.25	400
20528834	244.5	400
20533835	244.5	400
20538836	244.5	400
20543837	244.7209	400
20548838	244.75	400
20553839	244.75	400
20558840	244.9705	400
20563841	245	400
20568842	245	400
20573843	245.2465	400
20578844	245.2236	400
20583845	245.25	400
20588846	245.2761	400
20593847	245.4964	400
20598848	245.5	400
20603849	245.7496	400
20608850	245.75	400
20613851	245.75	400
20618852	245.7765	400
20623853	246	400
20628854	246	400
20633855	246.0269	400
20638856	246.0295	400
20643857	246.25	400
20648858	246.25	400
20653859	246.5	400
20658860	246.5	400
20663861	246.5	400
20668862	246.5036	400
20673863	246.75	400
20678864	246.75	400
20683865	246.7797	400
20688866	247	400
20693867	247.0264	400
20698868	247.0296	400
20703869	247.25	400
20708870	247.4704	400
20713871	247.4996	400
20718872	247.5	400
20723873	247.5	400
20728874	247.7231	400
20733875	247.75	400
20738876	247.75	400
20743877	247.9996	400
20748878	247.9968	400
20753879	248	400
20758880	248	400
20763881	248.25	400
20768882	248.25	400
20773883	248.25	400
20778884	248.5	400
20783886	248.5	400
20788887	248.5	400
20793888	248.5004	400
20798889	248.75	400
20803890	248.75	400
20808891	249	400
20813892	249	400
20818893	249	400
20823894	249	400
20828895	249.0264	400
20833896	249.25	400
20838897	249.2235	400
20843898	249.2769	400
20848902	249.4968	400
20853903	249.5	400
20858904	249.5	400
20863905	249.7231	400
20868906	249.75	400
20873907	249.75	400
20878908	249.7536	400
20883909	249.9999	400
20888910	250	400
20893911	250.026	400
20898912	250.25	400
20903913	250.25	400
20908914	250.4964	400
20913915	250.5	400
20918916	250.5	400
20923917	250.7469	400
20928918	250.75	400
20933919	250.75	400
20938920	250.75	400
20943921	251	400
20948922	250.7801	400
20953923	251	400
20958924	251.0032	400
20963925	251.2496	400
20968926	251.25	400
20973927	251.0301	400
20978928	251.5	400
20983929	251.4996	400
20988930	251.5	400
20993931	251.5	400
20998932	251.7496	400
21003933	251.75	400
21008934	251.75	400
21013935	251.7795	400
21018936	252	400
21023937	252	400
21028938	252	400
21033939	252.2496	400
21038940	252.25	400
21043941	252.2797	400
21048942	252.5	400
21053943	252.5	400
21058944	252.5	400
21063945	252.7464	400
21068946	252.75	400
21073947	252.75	400
21078948	252.75	400
21083949	252.9735	400
21088950	253	400
21093951	253	400
21098952	253	400
21103953	253.0036	400
21108954	253.2496	400
21113955	253.25	400
21118956	253.4699	400
21123957	253.5	400
21128958	253.5	400
21133959	253.7464	400
21138960	253.75	400
21143961	253.75	400
21148962	253.7501	400
21153963	253.75	400
21158964	253.7535	400
21163965	254	400
21168966	254.0264	400
21173967	254	400
21178968	254.0296	400
21183969	254.03	400
21188970	254.4699	400
21193971	254.28	400
21198972	254.5	400
21203973	254.75	400
21208974	254.7496	400
21213975	254.75	400
21218976	254.75	400
21223977	254.75	400
21228978	254.7796	400
21233979	255	400
21238980	255	400
21243981	255.2199	400
21248982	255.2236	400
21253983	255.25	400
21258984	255.25	400
21263985	255.4736	400
21268986	255.5	400
21273987	255.5	400
21278988	255.5	400
21283989	255.53	400
21288990	255.7235	400
21293991	255.75	400
21298992	255.75	400
21303993	255.7531	400
21308994	255.7764	400
21313995	256	400
21318996	256	400
21323997	256.2464	400
21328998	256.2468	400
21333999	256.25	400
21339000	256.25	400
21344001	256.2768	400
21349005	256.5	400
21354006	256.5	400
21359007	256.7205	400
21364008	256.5	400
21369009	256.75	400
21374010	256.75	400
21379011	256.75	400
21384012	256.7535	400
21389013	256.7801	400
21394014	257	400
21399015	257	400
21404016	257.2468	400
21409017	257.0268	400
21414018	257.25	400
21419019	257.25	400
21424020	257.25	400
21429021	257.2796	400
21434022	257.4996	400
21439023	257.5	400
21444024	257.5268	400
21449025	257.7499	400
21454026	257.75	400
21459027	257.75	400
21464028	257.7764	400
21469029	257.9996	400
21474030	257.9968	400
21479031	258	400
21484032	258.0032	400
21489033	258.2496	400
21494034	258.25	400
21499035	258.25	400
21504036	258.25	400
21509037	258.03	400
21514038	258.5	400
21519039	258.5	400
21524040	258.5	400
21529041	258.5	400
21534042	258.5	400
21539043	258.75	400
21544044	258.75	400
21549045	258.75	400
21554046	258.7765	400
21559047	259	400
21564048	259	400
21569049	258.9968	400
21574050	259.0032	400
21579051	259.2499	400
21584052	259.25	400
21589053	259.25	400
21594054	259.4699	400
21599055	259.447	400
21604056	259.5	400
21609057	259.5	400
21614058	259.7199	400
21619059	259.75	400
21624060	259.75	400
21629061	259.75	400
21634062	259.97	400
21639063	260	400
21644064	260	400
21649065	260	400
21654066	260	400
21659067	260.2499	400
21664068	260.25	400
21669069	260.25	400
21674070	260.25	400
21679071	260.25	400
21684072	260.5	400
21689073	260.5	400
21694074	260.5	400
21699075	260.5	400
21704076	260.7527	400
21709077	260.75	400
21714079	260.75	400
21719080	260.9705	400
21724081	260.7765	400
21729082	261	400
21734083	260.7791	400
21739084	261	400
21744085	261	400
21749086	261.0264	400
21754087	261.25	400
21759088	261.25	400
21764089	261.47	400
21769090	261.4736	400
21774091	261.5	400
21779092	261.5	400
21784093	261.72	400
21789094	261.53	400
21794095	261.75	400
21799096	261.75	400
21804097	261.7532	400
21809098	261.7535	400
21814099	261.78	400
21819100	262	400
21824101	262.0004	400
21829102	262.2496	400
21834103	262.0269	400
21839104	262.25	400
21844105	262.25	400
21849109	262.2504	400
21854110	262.5	400
21859111	262.5	400
21864112	262.5	400
21869113	262.5	400
21874114	262.5264	400
21879115	262.5004	400
21884116	262.75	400
21889117	262.75	400
21894118	262.7496	400
21899119	262.7796	400
21904120	262.7737	400
21909121	263	400
21914122	262.8414	400
21919123	263	400
21924124	263.0032	400
21929125	263.2496	400
21934126	263.25	400
21939127	263.25	400
21944128	263.2504	400
21949129	263.47	400
21954130	263.5	400
21959131	263.5	400
21964132	263.5	400
21969133	263.5004	400
21974134	263.75	400
21979135	263.75	400
21984136	263.75	400
21989137	263.7764	400
21994139	263.75	400
21999140	263.8414	400
22004141	264	400
22009142	264	400
22014143	264	400
22019144	264.2231	400
22024145	264.03	400
22029146	264.25	400
22034147	264.25	400
22039148	264.4968	400
22044149	264.5	400
22049150	264.5	400
22054151	264.5	400
22059152	264.5	400
22064153	264.5004	400
22069154	264.75	400
22074155	264.75	400
22079156	264.75	400
22084157	264.9731	400
22089158	264.5601	400
22094159	265	400
22099160	265	400
22104161	265	400
22109162	265.0265	400
22114163	265.22	400
22119164	265.25	400
22124165	265.25	400
22129166	265.4699	400
22134167	265.25	400
22139168	265.2532	400
22144169	265.4732	400
22149170	265.5	400
22154171	265.5	400
22159172	265.5	400
22164173	265.7499	400
22169174	265.75	400
22174175	265.53	400
22179176	265.97	400
22184178	265.7504	400
22189179	266	400
22194180	266	400
22199181	266	400
22204182	266	400
22209183	266.03	400
22214184	266.25	400
22219185	266.25	400
22224186	266.25	400
22229187	266.25	400
22234188	266.5	400
22239189	266.5	400
22244190	266.5	400
22249191	266.5	400
22254192	266.5	400
22259193	266.5268	400
22264194	266.75	400
22269195	266.75	400
22274196	266.75	400
22279197	266.9964	400
22284198	266.9736	400
22289199	266.9904	400
22294200	267	400
22299201	267	400
22304202	267.0004	400
22309203	267.2496	400
22314204	267.25	400
22319205	267.25	400
22324206	267.5	400
22329207	267.4968	400
22334208	267.5	400
22339209	267.5	400
22344210	267.4904	400
22349214	267.7468	400
22354215	267.75	400
22359216	267.75	400
22364217	267.75	400
22369218	267.75	400
22374219	267.75	400
22379220	268	400
22384221	268	400
22389222	268	400
22394223	268	400
22399224	268.0032	400
22404225	268.2468	400
22409226	268.2468	400
22414227	268.25	400
22419228	268.25	400
22424229	268.25	400
22429231	268.2501	400
22434232	268.4968	400
22439233	268.5	400
22444234	268.5	400
22449235	268.5	400
22454236	268.5	400
22459237	268.75	400
22464238	268.7236	400
22469239	268.75	400
22474240	268.776	400
22479241	268.75	400
22484242	268.7536	400
22489243	269	400
22494244	269	400
22499245	269	400
22504246	269.25	400
22509247	269.2232	400
22514248	269.25	400
22519249	269.25	400
22524250	269.25	400
22529251	269.2765	400
22534252	269.4996	400
22539253	269.5	400
22544254	269.5	400
22549255	269.5	400
22554256	269.5	400
22559257	269.5268	400
22564258	269.5268	400
22569259	269.7496	400
22574260	269.75	400
22579261	269.75	400
22584262	269.75	400
22589263	269.75	400
22594264	269.9968	400
22599265	269.9996	400
22604266	270	400
22609267	270	400
22614268	270	400
22619269	270.0004	400
22624270	270.2464	400
22629271	270.25	400
22634272	270.25	400
22639273	270.25	400
22644274	270.25	400
22649275	270.4999	400
22654276	270.2801	400
22659277	270.5	400
22664278	270.5	400
22669279	270.5	400
22674280	270.5	400
22679281	270.5265	400
22684282	270.75	400
22689283	270.75	400
22694284	270.75	400
22699285	270.7797	400
22704286	271	400
22709287	271	400
22714288	271	400
22719289	271	400
22724290	271.0264	400
22729291	271.2236	400
22734292	271.25	400
22739293	271.25	400
22744294	271.25	400
22749295	271.2532	400
22754296	271.2532	400
22759297	271.5	400
22764298	271.5	400
22769299	271.5	400
22774300	271.5	400
22779301	271.5	400
22784302	271.75	400
22789303	271.7236	400
22794304	271.6971	400
22799305	271.75	400
22804306	271.9968	400
22809307	272	400
22814308	272	400
22819309	272	400
22824310	272	400
22829311	271.9771	400
22834312	272.2496	400
22839313	272.25	400
22844314	272.25	400
22849318	272.25	400
22854319	272.25	400
22859320	272.25	400
22864321	272.2768	400
22869322	272.4968	400
22874323	272.5	400
22879324	272.5	400
22884325	272.5	400
22889326	272.72	400
22894327	272.5004	400
22899328	272.75	400
22904329	272.75	400
22909330	272.75	400
22914331	272.9435	400
22919332	273	400
22924333	272.7535	400
22929334	273	400
22934335	273	400
22939336	273	400
22944337	273.0001	400
22949338	273.2235	400
22954339	273.25	400
22959340	273.25	400
22964341	273.25	400
22969342	273.47	400
22974343	273.5	400
22979344	273.4968	400
22984345	273.5	400
22989346	273.5	400
22994347	273.7231	400
22999348	273.75	400
23004349	273.75	400
23009350	273.75	400
23014351	273.75	400
23019352	273.75	400
23024353	273.75	400
23029354	273.9999	400
23034355	274	400
23039356	274	400
23044357	274	400
23049358	274	400
23054359	274.2496	400
23059360	274.0297	400
23064361	274.25	400
23069362	274.25	400
23074363	274.25	400
23079364	274.25	400
23084365	274.4968	400
23089366	274.4968	400
23094367	274.5	400
23099368	274.5	400
23104369	274.5	400
23109370	274.5	400
23114371	274.5	400
23119372	274.7235	400
23124373	274.7235	400
23129374	274.75	400
23134375	274.3101	400
23139376	274.9964	400
23144377	274.7768	400
23149378	274.7797	400
23154379	275	400
23159380	275	400
23164381	275	400
23169382	275	400
23174383	275.0296	400
23179384	275.25	400
23184385	275.2496	400
23189386	275.25	400
23194387	275.25	400
23199388	275.25	400
23204389	275.25	400
23209390	275.2504	400
23214391	275.2536	400
23219392	275.5	400
23224393	275.5	400
23229394	275.5	400
23234395	275.5264	400
23239396	275.5	400
23244397	275.75	400
23249398	275.75	400
23254399	275.75	400
23259400	275.53	400
23264401	275.75	400
23269402	275.7536	400
23274403	275.9968	400
23279404	276	400
23284405	276	400
23289406	276	400
23294407	276	400
23299408	276.2496	400
23304409	276.0004	400
23309410	276.25	400
23314411	276.25	400
23319412	276.25	400
23324413	276.2797	400
23329414	276.4964	400
23334415	276.5	400
23339416	276.4736	400
23344417	276.5	400
23349421	276.5001	400
23354422	276.75	400
23359423	276.75	400
23364424	276.75	400
23369425	276.75	400
23374426	276.75	400
23379427	276.7801	400
23384428	276.9996	400
23389429	277	400
23394430	276.9999	400
23399431	277	400
23404432	277.0265	400
23409433	277.2496	400
23414434	277.2499	400
23419435	277.25	400
23424436	277.25	400
23429437	277.25	400
23434438	277.25	400
23439439	277.4968	400
23444440	277.5	400
23449441	277.5	400
23454442	277.5	400
23459443	277.5	400
23464444	277.5001	400
23469445	277.7496	400
23474446	277.7232	400
23479447	277.75	400
23484448	277.5301	400
23489449	277.75	400
23494450	277.7504	400
23499451	277.9996	400
23504452	277.9736	400
23509453	278	400
23514454	278	400
23519455	278	400
23524456	278	400
23529457	278.2199	400
23534458	278.25	400
23539459	278.2469	400
23544460	278.25	400
23549461	278.25	400
23554462	278.25	400
23559463	278.5	400
23564464	278.3942	400
23569465	278.5	400
23574466	278.5	400
23579467	278.5	400
23584468	278.5	400
23589469	278.7499	400
23594470	278.5297	400
23599471	278.75	400
23604472	278.75	400
23609473	278.7764	400
23614474	278.9736	400
23619475	278.9996	400
23624476	278.78	400
23629477	279	400
23634478	279	400
23639479	279	400
23644480	279	400
23649481	279.0036	400
23654482	279.25	400
23659483	279.25	400
23664484	279.25	400
23669485	279.25	400
23674486	279.25	400
23679487	279.4703	400
23684488	279.2536	400
23689489	279.5	400
23694490	279.5	400
23699491	279.7199	400
23704492	279.5035	400
23709493	279.5264	400
23714494	279.75	400
23719495	279.75	400
23724496	279.75	400
23729497	279.53	400
23734498	279.75	400
23739499	279.7535	400
23744500	279.9968	400
23749501	280	400
23754502	279.9735	400
23759503	280	400
23764504	280	400
23769505	280.2468	400
23774506	280.224	400
23779507	280.25	400
23784508	280.25	400
23789509	280.25	400
23794510	280.25	400
23799511	280.2501	400
23804512	280.5	400
23809513	280.5	400
23814514	280.5	400
23819515	280.5	400
23824516	280.5	400
23829517	280.5	400
23834518	280.5	400
23839519	280.7199	400
23844520	280.7199	400
23849524	280.75	400
23854525	280.5269	400
23859526	280.75	400
23864527	280.75	400
23869528	280.75	400
23874529	280.9731	400
23879530	280.9999	400
23884531	281	400
23889532	281	400
23894533	281.0001	400
23899534	281.0031	400
23904535	281.25	400
23909536	281.25	400
23914537	281.25	400
23919538	281.2764	400
23924539	281.4968	400
23929540	281.5	400
23934541	281.5	400
23939542	281.5	400
23944543	281.5	400
23949544	281.5	400
23954545	281.0601	400
23959546	281.5	400
23964547	281.724	400
23969548	281.75	400
23974549	281.75	400
23979550	281.7468	400
23984551	281.75	400
23989552	281.75	400
23994553	281.7764	400
23999554	281.9735	400
24004555	282	400
24009556	282	400
24014557	282	400
24019558	282	400
24024559	281.5601	400
24029560	282.0264	400
24034561	282.2496	400
24039562	282.25	400
24044563	282.25	400
24049564	282.25	400
24054565	282.25	400
24059566	282.25	400
24064567	282.2764	400
24069568	282.47	400
24074569	282.5	400
24079570	282.5	400
24084571	282.5	400
24089572	282.5	400
24094573	282.5	400
24099574	282.5264	400
24104575	282.7464	400
24109576	282.75	400
24114577	282.75	400
24119578	282.75	400
24124579	282.75	400
24129580	282.7503	400
24134581	282.0905	400
24139582	283	400
24144583	283	400
24149584	283	400
24154585	283	400
24159586	283	400
24164587	283.0296	400
